5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
04/02/2016 00:20,6,1,100
04/02/2016 00:25,3,1,100
04/02/2016 00:30,5,1,100
04/02/2016 00:35,4,1,100
04/02/2016 00:40,3,1,100
04/02/2016 00:45,5,1,100
04/02/2016 00:50,7,1,100
04/02/2016 00:55,2,1,100
04/02/2016 01:00,4,1,100
04/02/2016 01:05,3,1,100
04/02/2016 01:10,5,1,100
04/02/2016 01:15,2,1,100
04/02/2016 01:20,2,1,100
04/02/2016 01:25,2,1,100
04/02/2016 01:30,2,1,100
04/02/2016 01:35,4,1,100
04/02/2016 01:40,3,1,100
04/02/2016 01:45,2,1,100
04/02/2016 01:50,2,1,100
04/02/2016 01:55,2,1,100
04/02/2016 02:00,2,1,100
04/02/2016 02:05,2,1,100
04/02/2016 02:10,2,1,100
04/02/2016 02:15,1,1,100
04/02/2016 02:20,2,1,100
04/02/2016 02:25,2,1,100
04/02/2016 02:30,3,1,100
04/02/2016 02:35,2,1,100
04/02/2016 02:40,2,1,100
04/02/2016 02:45,1,1,100
04/02/2016 02:50,4,1,100
04/02/2016 02:55,1,1,100
04/02/2016 03:00,2,1,100
04/02/2016 03:05,3,1,100
04/02/2016 03:10,2,1,100
04/02/2016 03:15,2,1,100
04/02/2016 03:20,4,1,100
04/02/2016 03:25,2,1,100
04/02/2016 03:30,3,1,100
04/02/2016 03:35,5,1,100
04/02/2016 03:40,5,1,100
04/02/2016 03:45,4,1,100
04/02/2016 03:50,5,1,100
04/02/2016 03:55,5,1,100
04/02/2016 04:00,5,1,100
04/02/2016 04:05,5,1,100
04/02/2016 04:10,4,1,100
04/02/2016 04:15,4,1,100
04/02/2016 04:20,7,1,100
04/02/2016 04:25,4,1,100
04/02/2016 04:30,11,1,100
04/02/2016 04:35,15,1,100
04/02/2016 04:40,16,1,100
04/02/2016 04:45,21,1,100
04/02/2016 04:50,21,1,100
04/02/2016 04:55,24,1,100
04/02/2016 05:00,19,1,100
04/02/2016 05:05,22,1,100
04/02/2016 05:10,38,1,100
04/02/2016 05:15,29,1,100
04/02/2016 05:20,31,1,100
04/02/2016 05:25,32,1,100
04/02/2016 05:30,30,1,100
04/02/2016 05:35,41,1,100
04/02/2016 05:40,44,1,100
04/02/2016 05:45,57,1,100
04/02/2016 05:50,54,1,100
04/02/2016 05:55,52,1,100
04/02/2016 06:00,49,1,100
04/02/2016 06:05,49,1,100
04/02/2016 06:10,50,1,100
04/02/2016 06:15,68,1,100
04/02/2016 06:20,72,1,100
04/02/2016 06:25,74,1,100
04/02/2016 06:30,77,1,100
04/02/2016 06:35,83,1,100
04/02/2016 06:40,89,1,100
04/02/2016 06:45,100,1,100
04/02/2016 06:50,80,1,100
04/02/2016 06:55,69,1,100
04/02/2016 07:00,78,1,100
04/02/2016 07:05,60,1,100
04/02/2016 07:10,63,1,100
04/02/2016 07:15,56,1,100
04/02/2016 07:20,50,1,100
04/02/2016 07:25,46,1,100
04/02/2016 07:30,42,1,100
04/02/2016 07:35,41,1,100
04/02/2016 07:40,42,1,100
04/02/2016 07:45,35,1,100
04/02/2016 07:50,37,1,100
04/02/2016 07:55,36,1,100
04/02/2016 08:00,31,1,100
04/02/2016 08:05,40,1,100
04/02/2016 08:10,45,1,100
04/02/2016 08:15,35,1,100
04/02/2016 08:20,40,1,100
04/02/2016 08:25,43,1,100
04/02/2016 08:30,38,1,100
04/02/2016 08:35,34,1,100
04/02/2016 08:40,38,1,100
04/02/2016 08:45,34,1,100
04/02/2016 08:50,39,1,100
04/02/2016 08:55,30,1,100
04/02/2016 09:00,41,1,100
04/02/2016 09:05,40,1,100
04/02/2016 09:10,50,1,100
04/02/2016 09:15,54,1,100
04/02/2016 09:20,53,1,100
04/02/2016 09:25,59,1,100
04/02/2016 09:30,61,1,100
04/02/2016 09:35,59,1,100
04/02/2016 09:40,63,1,100
04/02/2016 09:45,50,1,100
04/02/2016 09:50,54,1,100
04/02/2016 09:55,54,1,100
04/02/2016 10:00,58,1,100
04/02/2016 10:05,50,1,100
04/02/2016 10:10,55,1,100
04/02/2016 10:15,61,1,100
04/02/2016 10:20,62,1,100
04/02/2016 10:25,56,1,100
04/02/2016 10:30,55,1,100
04/02/2016 10:35,53,1,100
04/02/2016 10:40,58,1,100
04/02/2016 10:45,58,1,100
04/02/2016 10:50,53,1,100
04/02/2016 10:55,48,1,100
04/02/2016 11:00,51,1,100
04/02/2016 11:05,53,1,100
04/02/2016 11:10,59,1,100
04/02/2016 11:15,53,1,100
04/02/2016 11:20,63,1,100
04/02/2016 11:25,38,1,100
04/02/2016 11:30,52,1,100
04/02/2016 11:35,58,1,100
04/02/2016 11:40,57,1,100
04/02/2016 11:45,53,1,100
04/02/2016 11:50,47,1,100
04/02/2016 11:55,49,1,100
04/02/2016 12:00,45,1,100
04/02/2016 12:05,39,1,100
04/02/2016 12:10,47,1,100
04/02/2016 12:15,51,1,100
04/02/2016 12:20,49,1,100
04/02/2016 12:25,53,1,100
04/02/2016 12:30,50,1,100
04/02/2016 12:35,48,1,100
04/02/2016 12:40,59,1,100
04/02/2016 12:45,49,1,100
04/02/2016 12:50,56,1,100
04/02/2016 12:55,47,1,100
04/02/2016 13:00,52,1,100
04/02/2016 13:05,50,1,100
04/02/2016 13:10,42,1,100
04/02/2016 13:15,48,1,100
04/02/2016 13:20,51,1,100
04/02/2016 13:25,50,1,100
04/02/2016 13:30,49,1,100
04/02/2016 13:35,43,1,100
04/02/2016 13:40,50,1,100
04/02/2016 13:45,51,1,100
04/02/2016 13:50,52,1,100
04/02/2016 13:55,47,1,100
04/02/2016 14:00,52,1,100
04/02/2016 14:05,53,1,100
04/02/2016 14:10,53,1,100
04/02/2016 14:15,43,1,100
04/02/2016 14:20,51,1,100
04/02/2016 14:25,55,1,100
04/02/2016 14:30,50,1,100
04/02/2016 14:35,53,1,100
04/02/2016 14:40,55,1,100
04/02/2016 14:45,58,1,100
04/02/2016 14:50,51,1,100
04/02/2016 14:55,55,1,100
04/02/2016 15:00,51,1,100
04/02/2016 15:05,56,1,100
04/02/2016 15:10,42,1,100
04/02/2016 15:15,53,1,100
04/02/2016 15:20,48,1,100
04/02/2016 15:25,47,1,100
04/02/2016 15:30,45,1,100
04/02/2016 15:35,49,1,100
04/02/2016 15:40,53,1,100
04/02/2016 15:45,59,1,100
04/02/2016 15:50,55,1,100
04/02/2016 15:55,50,1,100
04/02/2016 16:00,54,1,100
04/02/2016 16:05,52,1,100
04/02/2016 16:10,44,1,100
04/02/2016 16:15,58,1,100
04/02/2016 16:20,51,1,100
04/02/2016 16:25,46,1,100
04/02/2016 16:30,45,1,100
04/02/2016 16:35,53,1,100
04/02/2016 16:40,49,1,100
04/02/2016 16:45,53,1,100
04/02/2016 16:50,41,1,100
04/02/2016 16:55,50,1,100
04/02/2016 17:00,47,1,100
04/02/2016 17:05,38,1,100
04/02/2016 17:10,43,1,100
04/02/2016 17:15,51,1,100
04/02/2016 17:20,43,1,100
04/02/2016 17:25,50,1,100
04/02/2016 17:30,50,1,100
04/02/2016 17:35,48,1,100
04/02/2016 17:40,42,1,100
04/02/2016 17:45,46,1,100
04/02/2016 17:50,46,1,100
04/02/2016 17:55,41,1,100
04/02/2016 18:00,43,1,100
04/02/2016 18:05,38,1,100
04/02/2016 18:10,45,1,100
04/02/2016 18:15,48,1,100
04/02/2016 18:20,42,1,100
04/02/2016 18:25,45,1,100
04/02/2016 18:30,44,1,100
04/02/2016 18:35,37,1,100
04/02/2016 18:40,38,1,100
04/02/2016 18:45,32,1,100
04/02/2016 18:50,41,1,100
04/02/2016 18:55,42,1,100
04/02/2016 19:00,38,1,100
04/02/2016 19:05,43,1,100
04/02/2016 19:10,39,1,100
04/02/2016 19:15,39,1,100
04/02/2016 19:20,41,1,100
04/02/2016 19:25,44,1,100
04/02/2016 19:30,43,1,100
04/02/2016 19:35,37,1,100
04/02/2016 19:40,39,1,100
04/02/2016 19:45,30,1,100
04/02/2016 19:50,42,1,100
04/02/2016 19:55,39,1,100
04/02/2016 20:00,32,1,100
04/02/2016 20:05,28,1,100
04/02/2016 20:10,33,1,100
04/02/2016 20:15,27,1,100
04/02/2016 20:20,32,1,100
04/02/2016 20:25,26,1,100
04/02/2016 20:30,29,1,100
04/02/2016 20:35,28,1,100
04/02/2016 20:40,27,1,100
04/02/2016 20:45,26,1,100
04/02/2016 20:50,23,1,100
04/02/2016 20:55,21,1,100
04/02/2016 21:00,22,1,100
04/02/2016 21:05,27,1,100
04/02/2016 21:10,29,1,100
04/02/2016 21:15,27,1,100
04/02/2016 21:20,23,1,100
04/02/2016 21:25,23,1,100
04/02/2016 21:30,23,1,100
04/02/2016 21:35,18,1,100
04/02/2016 21:40,20,1,100
04/02/2016 21:45,25,1,100
04/02/2016 21:50,20,1,100
04/02/2016 21:55,19,1,100
04/02/2016 22:00,18,1,100
04/02/2016 22:05,13,1,100
04/02/2016 22:10,15,1,100
04/02/2016 22:15,21,1,100
04/02/2016 22:20,20,1,100
04/02/2016 22:25,14,1,100
04/02/2016 22:30,15,1,100
04/02/2016 22:35,11,1,100
04/02/2016 22:40,13,1,100
04/02/2016 22:45,14,1,100
04/02/2016 22:50,10,1,100
04/02/2016 22:55,9,1,100
04/02/2016 23:00,7,1,100
04/02/2016 23:05,11,1,100
04/02/2016 23:10,11,1,100
04/02/2016 23:15,11,1,100
04/02/2016 23:20,9,1,100
04/02/2016 23:25,11,1,100
04/02/2016 23:30,4,1,100
04/02/2016 23:35,9,1,100
04/02/2016 23:40,8,1,100
04/02/2016 23:45,9,1,100
04/02/2016 23:50,5,1,100
04/02/2016 23:55,8,1,100
05/02/2016 00:00,6,1,100
05/02/2016 00:05,7,1,100
05/02/2016 00:10,7,1,100
05/02/2016 00:15,3,1,100
05/02/2016 00:20,6,1,100
05/02/2016 00:25,6,1,100
05/02/2016 00:30,6,1,100
05/02/2016 00:35,6,1,100
05/02/2016 00:40,4,1,100
05/02/2016 00:45,4,1,100
05/02/2016 00:50,5,1,100
05/02/2016 00:55,2,1,100
05/02/2016 01:00,3,1,100
05/02/2016 01:05,2,1,100
05/02/2016 01:10,3,1,100
05/02/2016 01:15,6,1,100
05/02/2016 01:20,2,1,100
05/02/2016 01:25,2,1,100
05/02/2016 01:30,3,1,100
05/02/2016 01:35,2,1,100
05/02/2016 01:40,1,1,100
05/02/2016 01:45,2,1,100
05/02/2016 01:50,1,1,100
05/02/2016 01:55,1,1,100
05/02/2016 02:00,4,1,100
05/02/2016 02:05,3,1,100
05/02/2016 02:10,3,1,100
05/02/2016 02:15,4,1,100
05/02/2016 02:20,3,1,100
05/02/2016 02:25,2,1,100
05/02/2016 02:30,1,1,100
05/02/2016 02:35,3,1,100
05/02/2016 02:40,4,1,100
05/02/2016 02:45,2,1,100
05/02/2016 02:50,1,1,100
05/02/2016 02:55,2,1,100
05/02/2016 03:00,1,1,100
05/02/2016 03:05,2,1,100
05/02/2016 03:10,3,1,100
05/02/2016 03:15,2,1,100
05/02/2016 03:20,4,1,100
05/02/2016 03:25,4,1,100
05/02/2016 03:30,4,1,100
05/02/2016 03:35,3,1,100
05/02/2016 03:40,3,1,100
05/02/2016 03:45,6,1,100
05/02/2016 03:50,5,1,100
05/02/2016 03:55,3,1,100
05/02/2016 04:00,3,1,100
05/02/2016 04:05,3,1,100
05/02/2016 04:10,6,1,100
05/02/2016 04:15,4,1,100
05/02/2016 04:20,3,1,100
05/02/2016 04:25,9,1,100
05/02/2016 04:30,8,1,100
05/02/2016 04:35,13,1,100
05/02/2016 04:40,19,1,100
05/02/2016 04:45,14,1,100
05/02/2016 04:50,18,1,100
05/02/2016 04:55,14,1,100
05/02/2016 05:00,16,1,100
05/02/2016 05:05,24,1,100
05/02/2016 05:10,27,1,100
05/02/2016 05:15,25,1,100
05/02/2016 05:20,30,1,100
05/02/2016 05:25,30,1,100
05/02/2016 05:30,34,1,100
05/02/2016 05:35,35,1,100
05/02/2016 05:40,41,1,100
05/02/2016 05:45,37,1,100
05/02/2016 05:50,44,1,100
05/02/2016 05:55,39,1,100
05/02/2016 06:00,42,1,100
05/02/2016 06:05,41,1,100
05/02/2016 06:10,58,1,100
05/02/2016 06:15,60,1,100
05/02/2016 06:20,81,1,100
05/02/2016 06:25,60,1,100
05/02/2016 06:30,64,1,100
05/02/2016 06:35,77,1,100
05/02/2016 06:40,86,1,100
05/02/2016 06:45,82,1,100
05/02/2016 06:50,69,1,100
05/02/2016 06:55,68,1,100
05/02/2016 07:00,73,1,100
05/02/2016 07:05,66,1,100
05/02/2016 07:10,65,1,100
05/02/2016 07:15,70,1,100
05/02/2016 07:20,65,1,100
05/02/2016 07:25,54,1,100
05/02/2016 07:30,42,1,100
05/02/2016 07:35,44,1,100
05/02/2016 07:40,39,1,100
05/02/2016 07:45,36,1,100
05/02/2016 07:50,43,1,100
05/02/2016 07:55,36,1,100
05/02/2016 08:00,40,1,100
05/02/2016 08:05,42,1,100
05/02/2016 08:10,41,1,100
05/02/2016 08:15,42,1,100
05/02/2016 08:20,43,1,100
05/02/2016 08:25,39,1,100
05/02/2016 08:30,37,1,100
05/02/2016 08:35,34,1,100
05/02/2016 08:40,34,1,100
05/02/2016 08:45,43,1,100
05/02/2016 08:50,37,1,100
05/02/2016 08:55,39,1,100
05/02/2016 09:00,45,1,100
05/02/2016 09:05,45,1,100
05/02/2016 09:10,46,1,100
05/02/2016 09:15,53,1,100
05/02/2016 09:20,53,1,100
05/02/2016 09:25,54,1,100
05/02/2016 09:30,62,1,100
05/02/2016 09:35,53,1,100
05/02/2016 09:40,58,1,100
05/02/2016 09:45,50,1,100
05/02/2016 09:50,46,1,100
05/02/2016 09:55,50,1,100
05/02/2016 10:00,49,1,100
05/02/2016 10:05,56,1,100
05/02/2016 10:10,62,1,100
05/02/2016 10:15,61,1,100
05/02/2016 10:20,57,1,100
05/02/2016 10:25,55,1,100
05/02/2016 10:30,50,1,100
05/02/2016 10:35,56,1,100
05/02/2016 10:40,56,1,100
05/02/2016 10:45,55,1,100
05/02/2016 10:50,57,1,100
05/02/2016 10:55,50,1,100
05/02/2016 11:00,46,1,100
05/02/2016 11:05,52,1,100
05/02/2016 11:10,57,1,100
05/02/2016 11:15,50,1,100
05/02/2016 11:20,54,1,100
05/02/2016 11:25,56,1,100
05/02/2016 11:30,42,1,100
05/02/2016 11:35,48,1,100
05/02/2016 11:40,58,1,100
05/02/2016 11:45,49,1,100
05/02/2016 11:50,63,1,100
05/02/2016 11:55,56,1,100
05/02/2016 12:00,51,1,100
05/02/2016 12:05,55,1,100
05/02/2016 12:10,50,1,100
05/02/2016 12:15,51,1,100
05/02/2016 12:20,53,1,100
05/02/2016 12:25,53,1,100
05/02/2016 12:30,57,1,100
05/02/2016 12:35,49,1,100
05/02/2016 12:40,44,1,100
05/02/2016 12:45,52,1,100
05/02/2016 12:50,51,1,100
05/02/2016 12:55,42,1,100
05/02/2016 13:00,46,1,100
05/02/2016 13:05,45,1,100
05/02/2016 13:10,46,1,100
05/02/2016 13:15,51,1,100
05/02/2016 13:20,52,1,100
05/02/2016 13:25,58,1,100
05/02/2016 13:30,48,1,100
05/02/2016 13:35,46,1,100
05/02/2016 13:40,56,1,100
05/02/2016 13:45,49,1,100
05/02/2016 13:50,53,1,100
05/02/2016 13:55,53,1,100
05/02/2016 14:00,46,1,100
05/02/2016 14:05,39,1,100
05/02/2016 14:10,52,1,100
05/02/2016 14:15,43,1,100
05/02/2016 14:20,52,1,100
05/02/2016 14:25,55,1,100
05/02/2016 14:30,43,1,100
05/02/2016 14:35,55,1,100
05/02/2016 14:40,66,1,100
05/02/2016 14:45,58,1,100
05/02/2016 14:50,56,1,100
05/02/2016 14:55,57,1,100
05/02/2016 15:00,57,1,100
05/02/2016 15:05,51,1,100
05/02/2016 15:10,46,1,100
05/02/2016 15:15,51,1,100
05/02/2016 15:20,54,1,100
05/02/2016 15:25,60,1,100
05/02/2016 15:30,51,1,100
05/02/2016 15:35,45,1,100
05/02/2016 15:40,47,1,100
05/02/2016 15:45,56,1,100
05/02/2016 15:50,47,1,100
05/02/2016 15:55,48,1,100
05/02/2016 16:00,46,1,100
05/02/2016 16:05,44,1,100
05/02/2016 16:10,45,1,100
05/02/2016 16:15,52,1,100
05/02/2016 16:20,59,1,100
05/02/2016 16:25,41,1,100
05/02/2016 16:30,44,1,100
05/02/2016 16:35,49,1,100
05/02/2016 16:40,48,1,100
05/02/2016 16:45,50,1,100
05/02/2016 16:50,45,1,100
05/02/2016 16:55,40,1,100
05/02/2016 17:00,45,1,100
05/02/2016 17:05,45,1,100
05/02/2016 17:10,51,1,100
05/02/2016 17:15,52,1,100
05/02/2016 17:20,53,1,100
05/02/2016 17:25,45,1,100
05/02/2016 17:30,45,1,100
05/02/2016 17:35,46,1,100
05/02/2016 17:40,46,1,100
05/02/2016 17:45,45,1,100
05/02/2016 17:50,41,1,100
05/02/2016 17:55,39,1,100
05/02/2016 18:00,37,1,100
05/02/2016 18:05,41,1,100
05/02/2016 18:10,39,1,100
05/02/2016 18:15,34,1,100
05/02/2016 18:20,47,1,100
05/02/2016 18:25,43,1,100
05/02/2016 18:30,42,1,100
05/02/2016 18:35,43,1,100
05/02/2016 18:40,49,1,100
05/02/2016 18:45,45,1,100
05/02/2016 18:50,42,1,100
05/02/2016 18:55,54,1,100
05/02/2016 19:00,47,1,100
05/02/2016 19:05,42,1,100
05/02/2016 19:10,43,1,100
05/02/2016 19:15,50,1,100
05/02/2016 19:20,45,1,100
05/02/2016 19:25,43,1,100
05/02/2016 19:30,49,1,100
05/02/2016 19:35,47,1,100
05/02/2016 19:40,49,1,100
05/02/2016 19:45,46,1,100
05/02/2016 19:50,46,1,100
05/02/2016 19:55,48,1,100
05/02/2016 20:00,40,1,100
05/02/2016 20:05,30,1,100
05/02/2016 20:10,30,1,100
05/02/2016 20:15,34,1,100
05/02/2016 20:20,30,1,100
05/02/2016 20:25,34,1,100
05/02/2016 20:30,37,1,100
05/02/2016 20:35,40,1,100
05/02/2016 20:40,36,1,100
05/02/2016 20:45,34,1,100
05/02/2016 20:50,23,1,100
05/02/2016 20:55,30,1,100
05/02/2016 21:00,28,1,100
05/02/2016 21:05,30,1,100
05/02/2016 21:10,26,1,100
05/02/2016 21:15,31,1,100
05/02/2016 21:20,26,1,100
05/02/2016 21:25,25,1,100
05/02/2016 21:30,29,1,100
05/02/2016 21:35,28,1,100
05/02/2016 21:40,31,1,100
05/02/2016 21:45,23,1,100
05/02/2016 21:50,25,1,100
05/02/2016 21:55,20,1,100
05/02/2016 22:00,20,1,100
05/02/2016 22:05,22,1,100
05/02/2016 22:10,23,1,100
05/02/2016 22:15,24,1,100
05/02/2016 22:20,21,1,100
05/02/2016 22:25,20,1,100
05/02/2016 22:30,17,1,100
05/02/2016 22:35,23,1,100
05/02/2016 22:40,16,1,100
05/02/2016 22:45,13,1,100
05/02/2016 22:50,20,1,100
05/02/2016 22:55,19,1,100
05/02/2016 23:00,20,1,100
05/02/2016 23:05,12,1,100
05/02/2016 23:10,15,1,100
05/02/2016 23:15,14,1,100
05/02/2016 23:20,14,1,100
05/02/2016 23:25,9,1,100
05/02/2016 23:30,11,1,100
05/02/2016 23:35,11,1,100
05/02/2016 23:40,12,1,100
05/02/2016 23:45,16,1,100
05/02/2016 23:50,11,1,100
05/02/2016 23:55,9,1,100
08/02/2016 00:00,8,1,100
08/02/2016 00:05,6,1,100
08/02/2016 00:10,4,1,100
08/02/2016 00:15,9,1,100
08/02/2016 00:20,6,1,100
08/02/2016 00:25,5,1,100
08/02/2016 00:30,4,1,100
08/02/2016 00:35,8,1,100
08/02/2016 00:40,4,1,100
08/02/2016 00:45,5,1,100
08/02/2016 00:50,5,1,100
08/02/2016 00:55,2,1,100
08/02/2016 01:00,3,1,100
08/02/2016 01:05,5,1,100
08/02/2016 01:10,5,1,100
08/02/2016 01:15,4,1,100
08/02/2016 01:20,3,1,100
08/02/2016 01:25,4,1,100
08/02/2016 01:30,5,1,100
08/02/2016 01:35,2,1,100
08/02/2016 01:40,4,1,100
08/02/2016 01:45,3,1,100
08/02/2016 01:50,3,1,100
08/02/2016 01:55,2,1,100
08/02/2016 02:00,4,1,100
08/02/2016 02:05,1,1,100
08/02/2016 02:10,2,1,100
08/02/2016 02:15,4,1,100
08/02/2016 02:20,5,1,100
08/02/2016 02:25,5,1,100
08/02/2016 02:30,5,1,100
08/02/2016 02:35,3,1,100
08/02/2016 02:40,4,1,100
08/02/2016 02:45,4,1,100
08/02/2016 02:50,3,1,100
08/02/2016 02:55,3,1,100
08/02/2016 03:00,2,1,100
08/02/2016 03:05,3,1,100
08/02/2016 03:10,7,1,100
08/02/2016 03:15,4,1,100
08/02/2016 03:20,2,1,100
08/02/2016 03:25,3,1,100
08/02/2016 03:30,5,1,100
08/02/2016 03:35,4,1,100
08/02/2016 03:40,4,1,100
08/02/2016 03:45,7,1,100
08/02/2016 03:50,6,1,100
08/02/2016 03:55,5,1,100
08/02/2016 04:00,5,1,100
08/02/2016 04:05,9,1,100
08/02/2016 04:10,10,1,100
08/02/2016 04:15,12,1,100
08/02/2016 04:20,7,1,100
08/02/2016 04:25,13,1,100
08/02/2016 04:30,11,1,100
08/02/2016 04:35,12,1,100
08/02/2016 04:40,19,1,100
08/02/2016 04:45,23,1,100
08/02/2016 04:50,27,1,100
08/02/2016 04:55,24,1,100
08/02/2016 05:00,38,1,100
08/02/2016 05:05,27,1,100
08/02/2016 05:10,34,1,100
08/02/2016 05:15,35,1,100
08/02/2016 05:20,33,1,100
08/02/2016 05:25,45,1,100
08/02/2016 05:30,40,1,100
08/02/2016 05:35,47,1,100
08/02/2016 05:40,54,1,100
08/02/2016 05:45,46,1,100
08/02/2016 05:50,59,1,100
08/02/2016 05:55,55,1,100
08/02/2016 06:00,49,1,100
08/02/2016 06:05,60,1,100
08/02/2016 06:10,62,1,100
08/02/2016 06:15,64,1,100
08/02/2016 06:20,77,1,100
08/02/2016 06:25,80,1,100
08/02/2016 06:30,74,1,100
08/02/2016 06:35,86,1,100
08/02/2016 06:40,87,1,100
08/02/2016 06:45,83,1,100
08/02/2016 06:50,71,1,100
08/02/2016 06:55,65,1,100
08/02/2016 07:00,69,1,100
08/02/2016 07:05,72,1,100
08/02/2016 07:10,68,1,100
08/02/2016 07:15,57,1,100
08/02/2016 07:20,49,1,100
08/02/2016 07:25,45,1,100
08/02/2016 07:30,41,1,100
08/02/2016 07:35,41,1,100
08/02/2016 07:40,46,1,100
08/02/2016 07:45,41,1,100
08/02/2016 07:50,36,1,100
08/02/2016 07:55,44,1,100
08/02/2016 08:00,45,1,100
08/02/2016 08:05,37,1,100
08/02/2016 08:10,39,1,100
08/02/2016 08:15,38,1,100
08/02/2016 08:20,36,1,100
08/02/2016 08:25,38,1,100
08/02/2016 08:30,37,1,100
08/02/2016 08:35,42,1,100
08/02/2016 08:40,40,1,100
08/02/2016 08:45,42,1,100
08/02/2016 08:50,37,1,100
08/02/2016 08:55,41,1,100
08/02/2016 09:00,44,1,100
08/02/2016 09:05,45,1,100
08/02/2016 09:10,43,1,100
08/02/2016 09:15,53,1,100
08/02/2016 09:20,51,1,100
08/02/2016 09:25,57,1,100
08/02/2016 09:30,52,1,100
08/02/2016 09:35,58,1,100
08/02/2016 09:40,65,1,100
08/02/2016 09:45,54,1,100
08/02/2016 09:50,64,1,100
08/02/2016 09:55,48,1,100
08/02/2016 10:00,52,1,100
08/02/2016 10:05,61,1,100
08/02/2016 10:10,52,1,100
08/02/2016 10:15,49,1,100
08/02/2016 10:20,47,1,100
08/02/2016 10:25,56,1,100
08/02/2016 10:30,56,1,100
08/02/2016 10:35,50,1,100
08/02/2016 10:40,58,1,100
08/02/2016 10:45,54,1,100
08/02/2016 10:50,57,1,100
08/02/2016 10:55,50,1,100
08/02/2016 11:00,53,1,100
08/02/2016 11:05,45,1,100
08/02/2016 11:10,49,1,100
08/02/2016 11:15,55,1,100
08/02/2016 11:20,60,1,100
08/02/2016 11:25,50,1,100
08/02/2016 11:30,56,1,100
08/02/2016 11:35,57,1,100
08/02/2016 11:40,53,1,100
08/02/2016 11:45,55,1,100
08/02/2016 11:50,52,1,100
08/02/2016 11:55,59,1,100
08/02/2016 12:00,45,1,100
08/02/2016 12:05,44,1,100
08/02/2016 12:10,48,1,100
08/02/2016 12:15,45,1,100
08/02/2016 12:20,47,1,100
08/02/2016 12:25,60,1,100
08/02/2016 12:30,54,1,100
08/02/2016 12:35,53,1,100
08/02/2016 12:40,59,1,100
08/02/2016 12:45,50,1,100
08/02/2016 12:50,53,1,100
08/02/2016 12:55,46,1,100
08/02/2016 13:00,43,1,100
08/02/2016 13:05,45,1,100
08/02/2016 13:10,46,1,100
08/02/2016 13:15,52,1,100
08/02/2016 13:20,48,1,100
08/02/2016 13:25,47,1,100
08/02/2016 13:30,50,1,100
08/02/2016 13:35,52,1,100
08/02/2016 13:40,48,1,100
08/02/2016 13:45,52,1,100
08/02/2016 13:50,41,1,100
08/02/2016 13:55,30,1,100
08/02/2016 14:00,41,1,100
08/02/2016 14:05,48,1,100
08/02/2016 14:10,38,1,100
08/02/2016 14:15,46,1,100
08/02/2016 14:20,55,1,100
08/02/2016 14:25,62,1,100
08/02/2016 14:30,47,1,100
08/02/2016 14:35,49,1,100
08/02/2016 14:40,56,1,100
08/02/2016 14:45,60,1,100
08/02/2016 14:50,52,1,100
08/02/2016 14:55,48,1,100
08/02/2016 15:00,35,1,100
08/02/2016 15:05,55,1,100
08/02/2016 15:10,44,1,100
08/02/2016 15:15,42,1,100
08/02/2016 15:20,49,1,100
08/02/2016 15:25,45,1,100
08/02/2016 15:30,57,1,100
08/02/2016 15:35,47,1,100
08/02/2016 15:40,49,1,100
08/02/2016 15:45,51,1,100
08/02/2016 15:50,48,1,100
08/02/2016 15:55,45,1,100
08/02/2016 16:00,49,1,100
08/02/2016 16:05,39,1,100
08/02/2016 16:10,50,1,100
08/02/2016 16:15,48,1,100
08/02/2016 16:20,38,1,100
08/02/2016 16:25,42,1,100
08/02/2016 16:30,47,1,100
08/02/2016 16:35,44,1,100
08/02/2016 16:40,43,1,100
08/02/2016 16:45,48,1,100
08/02/2016 16:50,40,1,100
08/02/2016 16:55,38,1,100
08/02/2016 17:00,42,1,100
08/02/2016 17:05,43,1,100
08/02/2016 17:10,50,1,100
08/02/2016 17:15,49,1,100
08/02/2016 17:20,44,1,100
08/02/2016 17:25,57,1,100
08/02/2016 17:30,44,1,100
08/02/2016 17:35,33,1,100
08/02/2016 17:40,46,1,100
08/02/2016 17:45,41,1,100
08/02/2016 17:50,41,1,100
08/02/2016 17:55,37,1,100
08/02/2016 18:00,43,1,100
08/02/2016 18:05,37,1,100
08/02/2016 18:10,46,1,100
08/02/2016 18:15,36,1,100
08/02/2016 18:20,45,1,100
08/02/2016 18:25,36,1,100
08/02/2016 18:30,40,1,100
08/02/2016 18:35,36,1,100
08/02/2016 18:40,34,1,100
08/02/2016 18:45,35,1,100
08/02/2016 18:50,31,1,100
08/02/2016 18:55,36,1,100
08/02/2016 19:00,34,1,100
08/02/2016 19:05,27,1,100
08/02/2016 19:10,29,1,100
08/02/2016 19:15,34,1,100
08/02/2016 19:20,30,1,100
08/02/2016 19:25,26,1,100
08/02/2016 19:30,38,1,100
08/02/2016 19:35,30,1,100
08/02/2016 19:40,36,1,100
08/02/2016 19:45,27,1,100
08/02/2016 19:50,26,1,100
08/02/2016 19:55,29,1,100
08/02/2016 20:00,34,1,100
08/02/2016 20:05,26,1,100
08/02/2016 20:10,26,1,100
08/02/2016 20:15,28,1,100
08/02/2016 20:20,28,1,100
08/02/2016 20:25,24,1,100
08/02/2016 20:30,19,1,100
08/02/2016 20:35,26,1,100
08/02/2016 20:40,22,1,100
